,count
打奇乐大也来不及了,1
我的朋友告诉我，有一局他火男六杀，其中四个是队友,1
你打身子早完了,1
捍卫者挑战满分,1
还是这个好用,1
打完墙上弹孔是个人形（doge）,1
我也鸟狙四个爆头，我靠差点五杀,1
对面一个千束，我没开玩笑,1
非得放个竖着的,1
开HDR录什么视频！,1
在无畏契约里，每个人都有他要做的事,1
奇乐大两百血,1
有鸡娃开我裤裂！！！！,1
这个距离不刀是我想不到的，换做我根本忍不住,1
B点一个扇神！,1
为什么要封竖着的墙呢,1
《我推的鸡宝》,1
好好好，一字排开是吧,1
看到大招已经开始笑了,1
鼠标延迟比较低啊感觉调的,1
往那一蹲,1
10-1不是没有理由的,1
神经病哈哈哈哈哈哈哈哈,1
炮台把头转了过来，并询问你在干什么,1
这什么皮肤啊,1
坏了，又脏东西,1
捷风：还好我技高一筹,1
有cd的,1
关了吧,1
我已经猜到了,1
363,1
整整7发,1
已经猜到结局了,1
饭呢？,1
这个chamber真是难绷,1
三点几啦,1
奇乐大多少血来着,1
莉可丽丝xswl,1
有cd啊,1
奇乐大血很厚的,1
niko是沙鹰，这个usp明显致敬大表哥,1
此刻，唯有死战，安能言降,1
哈撒给！,1
挑选厨具,1
单细胞生物局,1
不行用刀吧,1
哟,1
我感觉是因为戮太暴力了，国服过不了审,1
译为夜露应该是对应日语夜露死苦，提现夜露暴走族的特征？,1
还是菲尼克斯好虽然是音译,1
現在叫絕症是因爲yay錢包一削已經查無此人了,1
打首杀 嘎嘎杀,1
看出场率就知道了 后面就是100%出场钱包巨离谱,1
回来吧我的yay哥laz哥,1
不要小看我们的羁绊啊！混蛋！,1
六发子弹五个人,1
载物,1
绝症 还是绝活 说清楚,1
食神！,1
外卡就是外卡  不在官方赛区的战队就是独联体 你别叫了  还有这是拳头定的  什么你妈lol,1
aspas杀29个我去,1
助力钱包被削成下水道的大功臣,1
现在也没有啊,1
钱博尔这么强，其他人为什么不用呢？第一次见把冠军说成版本优势的,1
最离谱的是他杀的这些人都是职业选手，不是rank里那些随机的人,1
鬼鬼，铁男,1
拳头真的不愧是游戏大厂,1
这距离就逆天,1
不是s6？,1
整理仪容仪表2.0,1
要来中国了好像,1
甚至后面发现yay玩捷风贡献不如钱包，optc专门让Victor玩捷风，yay专心玩钱包,1
暂停成功,1
叶师傅,1
手枪局输了你有多少钱起枪？到底谁该下游戏？,1
戍卫都碰不了,1
假赛B,1
为什么up说话尾音那么怪,1
dfm没有晋级吧？,1
但今年可能确实倒数了,1
有带兄弟们,1
fmvp,1
yay 叶天帝,1
云了啊 yay的捷缇也强的 只不过钱包太离谱了 砍了之后他压制力没了,1
现在去sen找哥哥去了,1
这哥们现在也在sen,1
z！,1
ZETA VCT亚太守门员,1
好像看过，真的离谱,1
现在怎么没看到这个队了,1
叶天帝,1
这玩机器解说的？,1
这就是钱博尔，后面忘了,1
现在也没距离衰减，但是增加后座了,1
什么鬼传这么远。。。,1
zeta竟然赢过prx,1
Pas,1
laz的钱包也厉害,1
热知识：日本人没什么人玩电脑游戏的,1
yay?,1
yay在18年伦敦major以后就没有声音了在瓦罗兰特焕发第二春,1
大师赛,1
烙的,1
\',1
要来cn赛区冠军,1
这张图以前钱包就可以黑屋放一个死点再放一个互相传,1
E这么远？,1
yay好像要来我们cn赛区了,1
别人英雄玩的没他厉害咯 那你看现在yay在哪,1
cf大炮？,1
大师赛和冠军赛都是世界赛,1
别搁着给kk招黑和造神。。。,1
那确实离大谱，源工重镇直接两点传,1
第三局就有大狙了,1
听着就很离谱了，两个e互相传逆天,1
aspas也杀了29个 同样离谱,1
太离谱了吧这强度比jett还变态,1
这么猛还怕没战队要？,1
到底是世界赛还是大师赛？,1
这就是巅峰钱包,1
有幸玩过两把，可惜那时太菜了发挥不出这英雄的实力，但是现在回忆起来真的很离谱,1
别人玩的没他厉害，就这么简单,1
因为被拆了，其他人在nrg，yay烂了,1
和钱包一起去麦当劳了,1
又有多少选手能成为世界第一呢？,1
Kingen,1
云狗？s5铁男船长双op,1
aspas强啊，不愧世界第一决斗,1
确实离谱,1
没事，大道消息明年来中国打了,1
看看这传送距离，太变态辣,1
fns：彳亍,1
prx最怕便秘  泽塔只打便秘,1
决赛炸鱼,1
前世一钱,1
aspass也杀29个啊,1
S5,1
啊？这是真离谱,1
也助力钱包被砍,1
雷滋这个就是一坨使,1
hdr,1
冠军神中神,1
这个钢琴变调太好听了,1
hdr贴图而已,1
省流，浪费时间,1
这是真渣，不是优化,1
材质贴图,1
这不是八猴吗？,1
一睹芳容,1
打螺丝一小时15呢,1
释放忍术,1
草泥马,1
守望屁股2你看看人家,1
人话来说就是画质低劣的一种解释,1
"画面做成这样优化当然好了,这都能吹",1
之前gta三部曲画面也一般 优化不还是差?,1
呃呃了,1
夜露的脸,1
go出生急坏乐,1
做了我一直想做的事,1
这个有彩蛋 站到中间可以看到一堆观众席围着你 巨好看,1
要是这个音响能打爆就好了,1
过一年就有的人少了,1
欧门 笑嘻了 什么b翻译,1
恺宙虽然不符合女角色但是和她大招一样霸气,1
夜撸,1
繁体翻译和信达雅完全走远,1
繁中是完全音译的,1
暗影,1
凤凰＝不死鸟,1
有1吗 我是0,1
直译就是不死鸟 和凤凰不是一个神话体系,1
薇蝮,1
烦是因为国服特效皮就那么几个，多了就好了,1
那他媽就是繁體,1
星礈这个翻译的好,1
凤凰英文怎么说？,1
不错了，没给你翻译成哈比,1
国服：露露来咯，跑快快，卖萌术,1
最喜欢这个,1
os！,1
这个音乐已经停烦了，太多人有了,1
Viper可爱滴捏,1
像张人脸,1
然而loud选图玩成这样，比赛结果已经不用看了,1
这楼一看就非常意大利,1
手枪局输了第二把就是不起或者半起啊不然再输一局奖励局没钱经济就炸了，谁下游戏啊？！,1
网红队,1
经典老番,1
ok  开始,1
aspas决赛真爆种啊,1
预瞄扳机哥,1
王胜利,1
s5的铁男，什么神仙过来都是三锤死,1
？有挂,1
这如果放在联盟里 RNG 是第一个被除名的,1
绷不住了前面的特效暴露位置hh,1
尚勃勒砍得太惨了，tp柱都一个了能不能陷阱改回两个啊,1
泽塔奥特曼是吧,1
那时候这角色基本都是把把选的,1
串子是这样的，引战话术一套一套的，不知道给自己嘉人下赃的时候是不是也这么会说,1
因为拳头出了个新英雄叫尚博勒,1
这个E真的太离谱了,1
ttf的克莱博，甚至还是hitscan,1
哈哈，,1
有没有可能他就是黑子来串的,1
kingen是你吗,1
北美第一omen ,1
而且瓦的比赛只禁图不禁英雄,1
人脸,1
哪绝了？ow那种画面又好，不吃配置，加载又贼快的才叫绝。这游戏画面不行，又一堆bug,1
确实不吃显卡，CPU干满了，GPU都不带转的,1
暴白喜欢玩就多玩点，记得买一个外国的手机号哦,1
扑克牌？,1
就只是张hdr啊,1
闲的蛋疼,1
我机器视觉课有处理过类似的图片,1
泽塔ed好评！！！,1
楼上的别给kk招黑了，张嘴就来,1
尚博勒,1
kingen,1
你把把手枪局输了 第二局强起？ 死了得了,1
这不是第28回合,1
不如康康,1
教练都快输了，让我试试那个英雄吧,1
NRG?,1
世界第一钱包,1
我jiu,1
这是真的猛啊，不光枪猛，丝路绝了。,1
我之前一个人守点的时候有幸遇见过对面三个人被自己队友丢的火烧死,1
明显对汉服文化了解不深入，难道还能是他们故意埋的细节?,1
骗过阎王,1
幽影白复活,1
镜像做反了，ak的枪栓就是,1
一个更新的事情,1
不看这视频前，屏幕前的有几个知道这事，拳头为什么会懂,1
你家照片是用手机前置摄像头拍的吗？,1
啊！汉服有生者右衽，逝者左衽这么一说来着的,1
我觉得是拳头压根不知道做反了,1
好评,1
你知道说明你了解的狗屁知识多 没什么深度的圈子就喜欢搞这些球名堂的东西,1
你说的照片是反的，是指左右镜像吧，但是这不是镜像能修改的，除非你修图。,1
死一次？我一局开八次大,1
欧门死过一次，贤者复活的他，但是复活不算成功,1
东拼西凑,1
我觉得是拳头没那么细节，搞错了,1
好歹拳头上面还是腾讯呢 不应该不懂吧,1
拳头就是腾讯的美国工作室。,1
左衽和右衽的区别,1
做游戏画画的拍电影的想考究那可考究得老深了,1
拳头是美国公司？,1
阿伟已经死了,1
哈哈哈这短裤,1
设计师偷懒而已,1
有没有可能是拳头真的不懂捏？,1
会不会是因为对不起viper？,1
照片是镜像,1
↑薄纱↑,1
有没有可能拳头设计师真不知道,1
唉又ruler,1
死是肯定没死  炼狱有一句如果我死了你来带领他们,1
使命未到 又复活了,1
但是立绘是中国人画的噢,1
弹幕发病了？,1
小鬼死一死,1
我竟然没有别人知道的多,1
活人左盖右，死人右盖左,1
我也发现了，还发帖子吐槽过，但是当时国服人气低没人鸟我,1
平行宇宙？,1
人家的大招就是复活，所以也没什么奇怪的,1
贤者不懂事，穿着玩的,1
拳头怎么可能连这么基础的东西都不懂啊？,1
但是，我记得在传统文化中，男女（活人）的穿衣领子朝向是反的来着,1
做CG的和角色概念的画师又不是同一个人，你也得从现实的游戏开发层面考虑啊,1
屁咧，中原这边才是左压右，西夏那边就是右压左,1
披发右衽又是另一个说法了,1
我去，格温,1
go玩家太熟悉这种自助闪了,1
那就认个身后闪,1
瓦没有提溜闪,1
bgm是p5的平常时间音乐！,1
不是jett？,1
投币可以一键点赞哦,1
p5r啊,1
那我换游戏的目的是什么？,1
能弹墙吗,1
女神异闻录的bgm,1
我觉得是老婆蕾娜！,1
高抛瞬爆闪,1
p5 bgm哈哈哈哈哈哈,1
这不是csgo中最基本的操作么，怎么就不好上手了,1
配合队友的,1
你玩过就知道了,1
混烟的时候丢啊,1
瓦区盖伦,1
cs启动！,1
you！are ！powless！,1
但是大家每天都在训练场打KO（狗头），对面打你会特别准,1
csgo模式！启动！,1
这个是无所谓的 。。。。,1
你说得对，但艾欧尼亚，昂扬不灭,1
服了,1
拳头很多国家都有工作室的，这种暗线都做不出来那说明请的人也一般,1
拳头真的懂这些吗？,1
有没有一种可能 外国的设计师根本不知道这些…,1
不是死人活人反过来，而是社会地位,1
新三国一堆左衽，给喷死,1
不是蛮夷左衽吗,1
有没有可能是拳头设计师真不懂,1
"这个闪2楼低抛肯定闪不到一楼的人,heaven还有有高低差",1
也有可能是欧米茄宇宙的镜像奶妈呢？,1
这不太可能，拳头的设计还是很考究的，不会无脑设计,1
东亚穿法用英语解释,1
也有可能是做模型的时候搞反了，没注意细节,1
卧槽这么细啊,1
我觉得拿芮娜很好上手,1
今天刷了我想买的鎏金长剑，但是代充寄了，就不三连了,1
这个闪好像闪空了。。。落在地上了吧。,1
woc，麻辣香锅！,1
那有没有可能她是在纪念死的队友，她可以回血又可以救人,1
浴血再战，矢志不渝,1
好奇这种点位是怎么想出来的,1
这英雄才出多久，就有1000小时了？,1
怎么有sz,1
有没有种可能 这个游戏外服21年就出了,1
什么井底之蛙,1
可能个青青草原，这新英雄和外不外服有啥关系，谁没玩过特战英豪啊,1
有没有可能死锁刚出,1
说游戏21年出的真是小丑中的小丑，丑皇了属于是,1
右边也可以卡上去打头皮位，教学可以抖音搜itachi,1
还得是枪硬,1
这个大招没办法反制吗,1
范围内锁一个,1
真不是死锁厉害他这枪法玩什么都厉害,1
这保安什么好队友 拿命救,1
说死锁刚出的局限也就国服了，国际服这英雄叫蒂萝出了几个月了1000小时随便有啊,1
终于空大了,1
圆形范围内 中了就锁,1
这微调我测,1
啊？啊？,1
这拉出去没被爆头，我不是很认可对面的实力,1
wait what,1
哥们没穿裤子,1
会空，但是抓取范围极大,1
帮对面保了,1
这脑洞绝了,1
这个位置很容易被打掉吧,1
raze飞好高,1
船屋不清跳下来就下包，布史东顶级战犯,1
这边这三个角色，对面怎么也想不到会在这，第一时间预瞄也不会在上面，你又是架枪，优势对枪,1
极限,1
沒穿褲子,1
这里不是预瞄位啊，你先把对面打掉不就好了,1
因为 有关,1
越来越离谱,1
为什么是生肉,1
这大招是必定锁一个吗,1
这个准心是怎么回事,1
范围内最先碰到的那一个 不过范围挺大的,1
自己练熟了再尝试，不熟练非常容易把自己卡里面,1
这是瞄准的哥，只不过可以反弹一次，是一个冲击波到尽头会炸开一个球,1
他是怎么精准弹到别人身上的,1
你得对准,1
我的天，我以为是没封好，结果是给自己留的路,1
这皮肤配死锁，好看,1
可以联系一下她的大招，我觉得应该不是这个意思,1
这种点位就是熟悉地图，彩六的点位更难开发,1
拳头肯定是懂的,1
能说出没注意这种话的人，是看不起拳头画师专业性？,1
医者不能自医doge,1
你不知道你还挺自豪,1
又不是自拍，反什么啊,1
这个不是都说了是谣传吗,1
左衽右衽穿法没那么复杂，跟时期，民族都有关系，不是只有死者才左衽，不能以此为推论哦,1
《验证》你自己都不知道吗,1
你的使命，还没结束呢！,1
右手拿枪啊,1
估计只给了概念,1
模型只会跟着原画作做,1
礼记是春秋的，战国时，赵武灵王胡服骑射就开始衣领反着来了，更别说后世有多少了，再加之礼崩乐坏，可能对衣领要求不是很严格了,1
什么？又又又又又乳了！？,1
拳头多少应该是懂得，毕竟要照顾很多不同国家的玩家，但不排除搞错的可能性,1
不 可能是尸解仙,1
我寻思也妹看到领子啊,1
戳啦，拳头不懂东亚文化乱搞的嘛,1
我觉得死过一次后复活,1
这个确实有讲究，抱拳，做辑，左右手都是不同意思,1
可能老外不懂吧,1
你是不是看不起拳头的文化调查啊？,1
草，经典霓虹人比大多数中国人懂传统文化,1
wdf,1
虚化或者是替身挡掉。或者放墙。或者传送。,1
没事，奶妈能复活,1
有没有可能拳头根本不懂，就像我也不懂一样,1
日本也是这样,1
你说的很对，但是你的使命还没有结束,1
BYD我一个中国人都不知道丧服还有这个细节,1
储物柜里的衣服是右压左（死者穿法），照片里的是左压右（正常穿法）,1
说不定是对敌人的诅咒,1
照片是反的啊,1
啥？我咋不知道,1
你不知道说明你见识少，难道世上所有的事都要报备给你吗,1
拳头：收到，现在就编,1
贤者：我谢谢你,1
这么明显的问题我们模型狗肯定不会犯,1
照片不应该是反的吗,1
这个衣领的讲究有点了解的中国人都知道吧。,1
对于汉族，右衽为正常着装，左衽为亡者着装，即寿衣,1
游戏性不一样，不能用csgo的timing来对比,1
往身后扔,1
大招：大家一起csgo,1
edd加女武神加女鬼,1
彩6转玩家狂喜！,1
lion,1
双塔保安阴间摄像头特别多,1
有点像女鬼,1
参考女武神,1
顶真,1
神经曲奇,1
看监控，部署摄像头，远程控制发射飞行道具，门框绊线，拷问倒地对手。你甚至可以在瓦里玩彩6！,1
电子烟可还行（doge）,1
还中文没有瑟符，中文的零在句子里有辨识度么？,1
给给给给给我一个接口,1
国服翻译比瑟符更好啊,1
这个没有女武神字由，有些地方不让放,1
放到对面入口的上方，不扭头看不见的那种,1
瑞克5,1
左上角不就是纯保安吗,1
不是两个人吗,1
女鬼！！！,1
高段位适用，低段位根本不知道自己应该做什么反而毫无效果,1
作为代号的话 零 比瑟附翻译的更好,1
阿三布置方法,1
点都搜不完，哪有空看,1
TALK!,1
现在的ap有几个当年玩过彩六的？,1
1 5,1
美羊羊,1
女鬼吧,1
说，你在那,1
前面的也太云了,1
什么ash，这不纯纯女鬼？,1
有中文不念为什么要念英文，中文有瑟符这个词吗,1
诋毁保安，理解保安，成为保安,1
给给给给给给我一个目标,1
前面的，你打R6呢？,1
保安队长级别,1
四门卫,1
这个位置只要对面有零我必先打这个窗户,1
女鬼直呼内行,1
彩六女鬼：这我熟,1
锐刻？,1
？这个词意思就是零啊,1
然而1-8,1
edd（错乱,1
保安传家宝-鎏金帝王刀,1
中文比不上英文？名字也要跪着？,1
hh拷打,1
瑟你没得符   玩个外服闹麻了,1
进烟是有声音的,1
这里还可以关门就离谱,1
我拌线已经拌s五个人了…,1
《拷打》，鞭尸是吧？,1
心理阴暗,1
这不是lol的小丑吗,1
ECHO宅男是吧,1
EDD+邪眼+女鬼+高级女武神,1
女武神+女鬼（雾）,1
参考彩六感应警报器,1
可以拿来听脚步,1
只要不标记敌人就不容易被敌人发现,1
nats的这种跳投容错率极低，失误一次不仅信息拿不到位置还很危险,1
空岛我一般摄像头放中路市场背后，不放前点,1
烟这种破烂不值钱收不走（哭,1
电子烟！（警觉）,1
不是出生带不带这个技能？,1
彩六的女鬼,1
彩六玩女武神的,1
捷风专属,1
36,1
极地寒港的进攻路线太多了，cypher的拌线作用不大,1
C点两个阳光大男孩,1
蓝银囚笼！,1
可以把线抬高，让对面蹲过去，自己在旁边苟着，蹲来一个打第一个,1
省流：edd+女武神+女鬼,1
收拾收拾破烂换点喽,1
我单守a 每次都换人头 B还是很难打的,1
省流：跳转女武神教学学习,1
戏耍=常规操作,1
R6的EDD+电子烟+女武神+女鬼,1
玩个港服闹麻了,1
收拾破烂,1
哈哈哈哈哈神tm女武神,1
一定要放高一点不然会有狗撞线,1
问题来了不漏出去看怎么知道对面啥时候进,1
艾许是吧,1
nats的传家宝枪皮和刀皮,1
女武神更灵活,1
自古ct不抬头是吧,1
意译不比音译好听？cypher就有零的意思,1
雷滋,1
杀人拌线？口人拌线！,1
csgo太简单了,1
我直接提溜闪,1
csgo 启动,1
火男也要背闪啊,1
这个跳杀 ,1
钱包(即答,1
说你吗，这英雄那英雄强的，玩玩英雄联盟现在什么b样，脑子想想,1
go玩家觉得火男的闪更难用,1
bydcsgo的闪都会，这个就不会了是吧,1
你要不要看看cogo的闪光再说话？1.5秒算长？,1
真正csgo玩家一般都不会转的打瓦也是过去玩玩而已,1
我超，p5！,1
是的，贤者和夜戮超级好玩,1
因为这里的闪光爆炸前很明显像太阳一样有个光晕，ko普通投掷爆炸前摇又长，很容易背闪,1
明明是光头,1
电子烟可还行,1
阳光大男孩必玩角色,1
那能叫偷窥？大爷只是不想让你干坏事！（精神错乱）,1
女鬼的审,1
我超，p5,1
kj天下第一！,1
ko哪里尴尬 他独特的沉默机制 和全面的道具 还带弱侦查 他可能不会是t0 但一直都会是t1,1
空爆闪 人前面闪后空中 抢先手,1
go玩家表示这跟go的闪还算像,1
简单，扔左拉友,1
国服没出,1
csgo里的闪没有地图理解不记点位也打不出高质量的闪,1
应该是0.6秒,1
这种可以跑着丢的吧，直接人闪一起拉了,1
这viper出来干嘛,1
提溜闪，你玩go不多吧，这种自助闪很舒服,1
新手真别玩丝凯，我之前遇到一个丝凯闪了我和我xdm四个人一整局，就是不闪对面，出手就爆,1
不会弹墙吗。。。。。。。。,1
这游戏有位移绝对是第一位，kay位置就很尴尬,1
走着往头上抛啊,1
巧了，我只会玩保安和ko，拿到就c,1
我甚至不用打开,1
爆破音能不能轻点听的耳朵疼,1
都！给我玩！CSGO！！！,1
我反而用不惯火男的拐弯闪,1
辅助击杀自己,1
尻♂打,1
批判保安，理解保安，成为保安,1
队友帮忙看下眼啊,1
这5点伤害我绊死过人,1
大用：指拿摄像头然后被抓timing,1
不是无畏契约？不是无畏契约？,1
怎么不叫月亮王子？,1
所以保安讨厌夜戮,1
跟哪个英雄没关系，kj的q技能放b包点也是同理,1
no access to site,1
《Q技能技巧》,1
？艾许直呼内行,1
天王老子来了，他也叫瑟符,1
其实这个比艾许早了，不过最早的还得是彩六的女鬼吧,1
 瞎说，这图C点瑟符是神,1
哈哈，明明是开朗阳光程度,1
白毛小西巴,1
我求你了别按国服翻译的名字念,1
nats!,1
夜戮能恶心所有信息位，但也只是恶心,1
低分段jett：什么是顺风？,1
ap魅力时刻,1
这图的保安C大拌线是无敌的，敌人打不掉的那种，只能让召唤物来摸,1
这个双塔的贼好用，和nats学的,1
偷窥癖保安,1
nats经典皮肤,1
好阴险，我喜欢,1
所以这个图除了绝活基本看不到瑟符,1
龙哥教学,1
注：被标后敌人按f可拆除,1
这种绊线太注重于打回防了，而很多打回防的局都是大伙在不同地方送,1
不是五代，是一代，一代卖100块,1
什么女鬼审问行为,1
都什么年代了，还在扔传统烟,1
啥技能不放是吧,1
笼子触发了,1
Jett 或者阿卡丽,1
给给给给给给我一个接口,1
遗落通常还是kj更舒服,1
入口太太太多了两根根本不够，kj两技能能看很多点才适合这张图,1
cypher翻译成零...,1
因为这词就是零的意思,1
这不是女鬼吗,1
男性凝视,1
不是150吗？我记错了？,1
这jett笑死了,1
wtf？？？,1
你们瓦没有自己的主题曲吗,1
这波看出来了，透加锁,1
挂哥13/13？？,1
正常刚刚那个打身体跳头上还正常？,1
习惯就好，国服特色，打不过顿悟,1
哈哈，up说的实话,1
哈哈哈真惨,1
这是透视加锁啊,1
青铜局至于开吗，好不容易c一把，突然有人作弊终止比赛,1
舔挂的是真低能,1
瞄点在飘,1
《带带我》,1
《哈，逮到一个》,1
第一个？？,1
来啦来啦,1
心满意足的离开,1
又刀开大火男是吧？,1
终于来了,1
Nobody！,1
球皇,1
怎么剪的这么帅,1
带带我,1
这人和打了一晚上平局的我精神状态一样,1
Breach好闪,1
挂这么多，打起来很吃力阿,1
正常应该先搜后点，他这是先搜前点近大远小,1
这就是dma带给我的自信,1
宏和ai都没透视，这个绝对有透,1
有剑不用和没有剑是两码事,1
锁,1
管管他哈哈哈哈,1
反作弊还可以啊当场就结束了,1
高端大拉少,1
还有刀,1
什么预瞄,1
不演了,1
《你管管他》没绷住,1
欧门很喜欢混烟的,1
目前为止一切正常（,1
超凡？？？,1
这苏法路都走不明白,1
标准大斜眼，直接抬,1
你是啥否无所谓 带带我,1
要是职业哥的话 赶紧去打世界赛秀集锦,1
nobody！,1
巴西季前邀请赛edg对100t，chicho七进七出宇宙分裂,1
终于舍得发皮肤啦？藏着掖着干嘛呢？,1
nats！,1
侦查的最大卖点就在击杀反馈这里了，仔细听音效,1
球球打100t那场,1
这火男笑死,1
你很先知帽谁是官方,1
迫害火男,1
整理仪容仪表x2,1
nats不是棱镜？,1
国服的第一把蝴蝶刀,1
这是季前邀请赛打100t莲花古城,1
这里nAts用的棱镜传家宝,1
shenxhongshen,1
是我打的,1
好帅的切,1
蝴蝶终于来了,1
蝴蝶dao,1
一笔实,1
名场面，Jett拉出来直接寄了,1
因为就是读树位啊,1
顶级剪辑,1
官方玩梗hhhh,1
神中神来了,1
哈哈 果然是开大火男,1
g7（幻视,1
这么刀我火男 是吧,1
好家伙，连官方都要玩刀火男的梗,1
球球名场面!,1
东京大师赛edg对loud，nobody强顶惊雷卷地豪取三杀,1
NATS不用这个皮,1
东京大师赛nrgcrashiss，忘了打谁,1
你怎么知道我欧门莲花古城侦察行动五杀,1
芥末帅,1
恶鬼出不出,1
剪的好帅,1
最可惜的，没终结特效,1
woc G7,1
这火男没绷住,1
为什么没有芜湖！邦邦邦邦～,1
这里是Nats三杀名场面,1
NATS,1
这是球球季前赛的残局吗？,1
这是nAts!,1
隔墙锁啊，不是什么高端挂,1
经典非育苗位大拉,1
国服超凡全是挂,1
明显看框打人，看弹道还锁头,1
经典东白口音,1
很正常的搜点啊,1
真正常,1
这波搜点没问题啊,1
这样走路是吧,1
这是超凡啊各位，这样子平移准心,1
正常？你搜点就看着墙壁？,1
是你们先开的,1
这是正常，搜点都是小身位peek蹭出来，把准星慢慢移动，他都直接把准星往人家身上锁住了都,1
目前完全正常,1
这还正常，窗口不搜直接搜左手？,1
?这不正常吗,1
正常nm呢都瞄哪去了,1
隔墙准星苗头正常？,1
啊？这是超凡局？？,1
正常个屁，正常应该小拉peak,1
谁有分谁是哥,1
打到17盘，系统两边都没制裁一个，直接放弃了，只能看两边大哥谁猛,1
上波都隔墙锁住了还正常呢搁这？,1
弹幕也太逆天了 哪做挂车了？你能说出这话其实是你想做挂车吧？哈哈,1
真实了,1
坐挂车也会被封号的。,1
音乐太出戏,1
戍卫，爆头枪,1
很强的决斗,1
暴露了，丢闪开枪，哈哈哈,1
看到人了吗就开枪,1
爆破鬼才,1
瓦神玩家冷静一下 跟个若至小学生似的都,1
要是我能有这一半强就好了就能带的动队友了,1
猜猜他为什么3技能不是e,1
思路也是很顶,1
卧槽dm1,1
这么厉害都被四比十二,1
这么猛，3比12，这游戏谁在赢啊,1
听这歌脑袋里全是edg,1
go批是这样的,1
go的专利是吧,1
这么牛逼也得4-12,1
这么diao的蕾娜比分还是3比12,1
饿啊！来吧，走起,1
你看他预瞄点，和身位控制,1
这不是很正常吗，路过墙角不搜点？,1
你管管他！（委屈）,1
喵墙,1
幽默炼狱,1
逮到一个,1
隔墙瞄人,1
对面也有而且还没红这分掉的谁都不爽,1
国服超凡  闹麻了,1
《你管管他！》,1
根本没预瞄 准星直接去找人,1
是你段位太高了嘛  为啥我一把都没遇到,1
鹅鸭杀国服上线啦,1
真够恶心的,1
这芮娜更是高手，连路都走不清楚。,1
"正常搜点,请你告诉我这个瞄准叫正常搜点？",1
你不懂，哥们对抗心魔呢,1
好纯的ai..,1
你康康他！哥，你管管他哈哈哈哈哈哈哈哈,1
做挂车没必要,1
这里他进门直接瞄了后面门那个常用的老六点位，是不正常拉过去的,1
看得出来他真的很想上分（笑嘻了）,1
啊，这是超凡？,1
找着人玩还不是挂？,1
透锁,1
走路跟机器人一样,1
这都隔墙缩头三次了，暴力锁,1
我的评价是黑铁走路,1
预瞄点要么进点瞄最右边，要么瞄门，瞄墙这是fps新手开挂，路都走不明白,1
确实，直接隔墙看包点,1
管管他,1
这太明显了,1
红字经典小脑,1
就这个移动就能看出来了,1
这个育苗 不可能存在知道二楼那边会有敌人 我个人觉得就是铁透,1
《无所谓 带带我》,1
因为你玩的无畏契约,1
这个育苗绝对有问题 这么僵硬吗,1
一帧拉枪！,1
好自信,1
都tm吸住了，正常牛魔,1
这为啥是挂。。 要是挂铁直接去找了 对面俩人都没站在一起,1
这主要还是因为对面也有个挂吧?,1
猎枭开透咋了？技能不就是透？,1
符合无可置疑原则,1
mako的名场面,1
se1和uvg,1
球球 ！,1
没有击杀反馈，这皮肤击杀反馈也是神,1
唯一的缺点没有终结特效,1
AB,1
codm,1
剪辑真太强了,1
顶级棒读,1
剪辑师神中神,1
帅剪辑啊,1
nb这剪辑,1
蝴蝶刀!,1
这剪辑，专场的丝滑度 太帅了,1
卧槽卧槽,1
官方迫害,1
神中神剪辑师,1
终于可以把咻咻跟奇点扔仓库里落灰了,1
这是复刻，不是剪辑，换成宣传的皮肤的,1
这么会剪？,1
出的太晚了，都不想玩了,1
G7？,1
因为没有击杀特效。。所以肯定不展示,1
nats带的他的传家宝不是侦查,1
还隔着上古时期是吧,1
这里原来是刺针吧,1
侦查幻象神中神,1
这剪辑确实用心了，不错不错不错,1
剪的真nb,1
质感更接近真实枪械,1
什么戍卫，那是捍卫者,1
对终结特效无感，现在这样就足够了哈哈哈哈,1
早就准备好咯,1
代言费结一下,1
来这么快！,1
啥时候出显卡ak 啊在不出我vp要花完了,1
ch真该给剪辑师跪下,1
这剪辑爱了,1
刚买的奇点可以扔了,1
职业选手用了都说好,1
职业用了都说好,1
物以稀为贵，玄幻的枪看多了，发现还是仿真的更带感。,1
真的是3种随机握把啊。,1
不用迷彩还是差了那么亿点点,1
来了，迷彩！！！,1
G7,1
话说这张图什么时候出,1
这都能黑给我整笑了,1
日常迫害火男,1
1：10高人一等！,1
已经看到电幻套的宣传片了，绝对是空岛ardiis逆天一打三,1
这币给了 确实不错,1
谁不哎啊,1
夜露玩家以为的局面VS真实局面,1
拿下！！！,1
sig mpx,1
别买，又丑又容易腻，吹侦查的抬走,1
这里意味着拿侦查m4对枪会使它掉落,1
谢谢你，剪辑师,1
放别的游戏里是免费送的品质,1
夜露玩家的想象belike,1
刀牛魔,1
钓鱼是吧,1
啊！学到了,1
段位偏低,1
故计重施,1
熟练得让人心疼,1
梅开N度,1
这游戏皮肤还觉得贵是活在山里的原始人吗？,1
这个刀必入了,1
没AK？,1
皮肤神中神 剪辑神中神中神,1
加兰德（g7斟茶枪,1
视频组出圣人了,1
mako名场面,1
球球名场面,1
老家伙爆点金币,1
我说个数，6元，上车！！！,1
剪的真TM好,1
一个月前我就十分期待了,1
剪辑神中神,1
这个握把给人一种枪很稳的感觉,1
属实好剪,1
感觉不是一个画风,1
0氪就不看了,1
这剪辑无敌666,1
